place,magnitude,time,latitude,longitude,depth
"53 km ENE of Pedro Bay, Alaska",2.0,2015-10-03 17:36:55.056,59.9853,-153.2434,134.7
"7 km S of Anthony, Kansas",2.9,2015-10-03 17:33:06.410,37.0882,-98.0387,6.66
"4 km WSW of Four Mile Road, Alaska",0.1,2015-10-03 17:29:46.189,64.5935,-149.2157,13.4
"58 km E of Cantwell, Alaska",0.8,2015-10-03 17:28:39.777,63.4515,-147.7938,11.2
"135 km ESE of Kimbe, Papua New Guinea",4.3,2015-10-03 17:28:24.660,-5.8626,151.3221,10.0
"12 km ESE of Bridgeport, California",1.3,2015-10-03 17:24:06.413,38.2297,-119.0903,15.0
"29km ESE of Bodfish, CA",1.35,2015-10-03 17:22:04.820,35.4695,-118.2116667,8.31
"22 km ESE of Hawthorne, Nevada",0.9,2015-10-03 17:20:07.419,38.4651,-118.3814,3.8
"7 km SW of Enterprise, Nevada",0.8,2015-10-03 17:10:45.875,35.9676,-115.2903,10.2
"34 km SSW of Akutan, Alaska",1.6,2015-10-03 17:10:24.024,53.8363,-165.9057,69.2
"43 km NNE of Yakutat, Alaska",1.3,2015-10-03 16:54:51.673,59.9213,-139.487,0.0
"4km NNW of Frazier Park, CA",2.29,2015-10-03 16:54:50.440,34.8553333,-118.9615,13.32
"21 km E of Healy, Alaska",1.1,2015-10-03 16:54:06.375,63.8539,-148.5247,9.1
"48 km ENE of Cruz Bay, U.S. Virgin Islands",2.6,2015-10-03 16:51:17.400,18.4726,-64.3585,21.0
"7 km ENE of Floriston, California",0.5,2015-10-03 16:49:41.204,39.4149,-119.9327,6.7
"37 km SSW of Adak, Alaska",2.0,2015-10-03 16:46:19.470,51.5593,-176.8428,32.3
"140 km SE of Lata, Solomon Islands",4.5,2015-10-03 16:44:46.470,-11.6576,166.6755,201.29
"8km SW of Holtville, CA",1.56,2015-10-03 16:39:43.700,32.7515,-115.4328333,11.93
"22 km ESE of Hawthorne, Nevada",0.7,2015-10-03 16:39:38.633,38.4642,-118.3826,3.9
"52 km SE of Mohr, Iran",3.9,2015-10-03 16:34:49.000,27.18,53.2,5.0
"5 km SW of Cobb, California",0.69,2015-10-03 16:31:31.170,38.7891667,-122.7623333,0.98
"21 km E of Tres Pinos, California",1.5,2015-10-03 16:14:47.690,36.7531667,-121.0808333,5.78
"12 km SSE of Waikoloa, Hawaii",1.94,2015-10-03 16:14:01.680,19.83,-155.7595,38.58
"5 km NE of Helena Valley Northwest, Montana",1.34,2015-10-03 16:13:58.950,46.768,-112.0198333,-3.07
North Atlantic Ocean,4.3,2015-10-03 16:09:32.130,13.6234,-49.4518,10.0
"9 km NNE of Helena Valley Northwest, Montana",1.4,2015-10-03 16:02:42.310,46.8095,-112.0113333,5.0
"16 km SSE of Tres Pinos, California",2.55,2015-10-03 16:00:00.110,36.6513333,-121.2671667,2.681
"4 km ESE of Mammoth Lakes, California",0.6,2015-10-03 15:55:55.250,37.6385,-118.919,5.725
"61 km SW of Whitestone, Alaska",0.8,2015-10-03 15:54:22.398,63.8249,-146.9055,3.2
"31 km ESE of Nago, Japan",4.9,2015-10-03 15:51:19.870,26.4584,128.2467,38.1
"69 km NE of Cruz Bay, U.S. Virgin Islands",2.5,2015-10-03 15:45:57.300,18.7388,-64.2922,41.0
"8km WNW of Anza, CA",1.49,2015-10-03 15:45:56.540,33.5935,-116.7431667,11.51
"19 km SSW of McKinley Park, Alaska",2.4,2015-10-03 15:41:01.723,63.578,-149.0797,3.1
"4km SW of Idyllwild, CA",0.59,2015-10-03 15:39:18.610,33.7098333,-116.7506667,15.7
"34km NNE of Kernville, CA",1.05,2015-10-03 15:32:04.750,36.0481667,-118.3386667,15.2
"9 km W of Cobb, California",0.99,2015-10-03 15:29:03.040,38.8256667,-122.8296667,1.73
"115 km NW of Yakutat, Alaska",1.2,2015-10-03 15:17:49.791,60.1727,-141.379,0.0
"10km N of Indio, CA",1.39,2015-10-03 15:06:41.120,33.8088333,-116.1981667,6.72
"6km SW of Idyllwild, CA",2.01,2015-10-03 14:52:44.890,33.7013333,-116.7593333,15.32
"10 km ESE of Chester, Oklahoma",2.7,2015-10-03 14:51:31.600,36.1879,-98.81,7.871
"110 km SW of Adak, Alaska",2.3,2015-10-03 14:46:55.049,51.0592,-177.5339,37.4
"23 km ENE of Ashford, Washington",0.98,2015-10-03 14:45:49.050,46.8433333,-121.7523333,1.39
"22 km ENE of Ashford, Washington",0.92,2015-10-03 14:45:37.850,46.8428333,-121.7576667,0.78
"3 km WNW of Walker Lake, Nevada",1.2,2015-10-03 14:37:58.719,38.6586,-118.7916,13.0
"4 km WNW of Cobb, California",1.97,2015-10-03 14:34:38.530,38.8305,-122.77,1.798
"99 km SW of Puerto El Triunfo, El Salvador",4.6,2015-10-03 14:21:07.620,12.5825,-89.1255,52.71
"8km NW of Anza, CA",1.08,2015-10-03 14:19:59.960,33.5988333,-116.7395,11.87
"4 km NE of Meno, Oklahoma",2.7,2015-10-03 14:19:46.900,36.417,-98.1373,7.196
Western Montana,1.9,2015-10-03 14:19:46.090,46.8001667,-112.0155,1.38
"7 km ESE of Monroe, Utah",1.13,2015-10-03 14:06:21.290,38.6033333,-112.0446667,9.81
"27 km SSW of Caliente, Nevada",0.9,2015-10-03 14:05:08.066,37.3829,-114.6332,5.2
"12 km NNE of Minto, Alaska",0.6,2015-10-03 13:55:17.855,65.2537,-149.2279,7.8
"31 km ESE of Fort Bidwell, California",2.0,2015-10-03 13:51:17.676,41.7861,-119.7806,1.4
"35 km WNW of Coquimbo, Chile",4.3,2015-10-03 13:48:10.650,-29.8651,-71.6961,35.0
"3 km ENE of Choctaw, Oklahoma",2.7,2015-10-03 13:45:57.700,35.5092,-97.2372,6.229
"264 km SW of Abepura, Indonesia",4.9,2015-10-03 13:45:05.740,-4.5684,139.2853,45.23
"114 km NW of Yakutat, Alaska",1.1,2015-10-03 13:38:30.292,60.1558,-141.383,0.0
"7km ENE of Coso Junction, CA",0.82,2015-10-03 13:36:37.470,36.0736667,-117.8775,2.41
"102 km SSE of Nikolai, Alaska",1.3,2015-10-03 13:30:17.406,62.1479,-153.706,4.6
"112 km NW of Yakutat, Alaska",1.3,2015-10-03 13:30:07.882,60.1532,-141.3377,0.0
"7 km NNE of Helena Valley Northwest, Montana",2.62,2015-10-03 13:19:20.940,46.7908333,-112.0181667,6.13
"54 km ENE of Pedro Bay, Alaska",2.7,2015-10-03 13:14:21.315,59.8949,-153.1517,119.8
"75 km WSW of Covenant Life, Alaska",1.4,2015-10-03 13:02:19.917,59.2404,-137.3028,9.5
"17km WNW of Oasis, CA",0.67,2015-10-03 13:01:58.680,33.51,-116.2748333,5.79
"14 km NNE of Valdez, Alaska",1.1,2015-10-03 12:53:12.983,61.2491,-146.2595,28.4
"6 km S of Cobb, California",1.8,2015-10-03 12:52:12.540,38.7675,-122.7116667,1.464
"44 km WSW of McKinley Park, Alaska",1.4,2015-10-03 12:29:50.778,63.6211,-149.7766,121.9
"7km SW of Devore, CA",0.66,2015-10-03 12:19:32.000,34.1698333,-117.4438333,10.14
"9 km E of San Simeon, California",0.81,2015-10-03 12:18:35.210,35.6598333,-121.088,5.48
"75 km NW of Illapel, Chile",4.2,2015-10-03 12:12:16.570,-31.1812,-71.7663,30.73
"61 km NW of Rampart, Alaska",0.6,2015-10-03 12:08:42.024,65.8552,-151.2094,11.6
"1 km WNW of Four Mile Road, Alaska",1.6,2015-10-03 12:05:53.601,64.6081,-149.1489,13.7
"1 km NW of Four Mile Road, Alaska",0.7,2015-10-03 11:58:34.129,64.6122,-149.1463,13.3
"26 km NNW of P?hala, Hawaii",1.47,2015-10-03 11:57:41.130,19.4071667,-155.6128333,-0.784
"3 km W of Four Mile Road, Alaska",2.3,2015-10-03 11:55:33.000,64.607,-149.1952,16.4
"26 km NW of Ruth, Nevada",1.8,2015-10-03 11:54:42.963,39.4653,-115.1884,10.0
"23 km ENE of Ashford, Washington",0.67,2015-10-03 11:54:27.330,46.8488333,-121.7536667,1.76
"7 km WNW of Lolo, Montana",0.76,2015-10-03 11:51:59.450,46.7783333,-114.1776667,15.77
"16km ESE of Anza, CA",0.63,2015-10-03 11:41:59.260,33.4965,-116.513,4.47
"23 km WNW of Ninilchik, Alaska",1.8,2015-10-03 11:33:05.458,60.1312,-152.063,65.0
"110 km NW of Yakutat, Alaska",1.2,2015-10-03 11:24:22.611,60.1714,-141.2644,0.0
"6 km SE of Perry, Oklahoma",2.9,2015-10-03 11:21:16.800,36.2539,-97.2351,9.454
"40 km WNW of Coquimbo, Chile",5.1,2015-10-03 11:21:01.700,-29.8205,-71.7255,28.54
"104 km ESE of Akutan, Alaska",2.0,2015-10-03 11:17:34.989,53.7384,-164.3374,20.1
"7 km SE of P?hala, Hawaii",1.63,2015-10-03 11:16:53.180,19.1663333,-155.4215,34.93
"8km ESE of Coso Junction, CA",0.3,2015-10-03 11:16:05.340,36.0313333,-117.8648333,2.2
"24 km ENE of Goldfield, Nevada",0.7,2015-10-03 11:12:57.681,37.8109,-116.9848,5.3
Indian Ocean Triple Junction,4.9,2015-10-03 11:08:49.010,-26.0907,70.6495,15.1
"8 km ENE of Floriston, California",0.2,2015-10-03 11:08:34.214,39.4151,-119.9247,7.9
"19 km NNW of Beluga, Alaska",1.1,2015-10-03 11:05:14.281,61.3087,-151.203,67.0
"107 km W of Illapel, Chile",4.5,2015-10-03 11:01:46.030,-31.7284,-72.2932,9.93
"9 km NNW of Mad River, California",1.59,2015-10-03 10:48:19.330,40.5313333,-123.5408333,7.8
"22 km ESE of Hawthorne, Nevada",0.5,2015-10-03 10:41:38.953,38.4656,-118.3778,3.9
"22 km E of Honaunau-Napoopoo, Hawaii",2.49,2015-10-03 10:36:14.890,19.4813333,-155.6516667,5.99
"4 km W of Wadsworth, Nevada",0.2,2015-10-03 10:29:06.759,39.6369,-119.3423,5.6
"11 km W of Cobb, California",0.7,2015-10-03 10:16:55.680,38.829,-122.852,0.91
"7 km W of Scofield, Utah",1.49,2015-10-03 10:14:06.270,39.7295,-111.2446667,1.54
"17 km SE of Walker, California",1.3,2015-10-03 09:59:51.849,38.3926,-119.3462,14.2
"91 km SW of Adak, Alaska",1.8,2015-10-03 09:46:58.840,51.3186,-177.6095,22.5
"8 km ENE of Caldwell, Kansas",2.32,2015-10-03 09:46:07.610,37.0598333,-97.5231667,5.97
Indian Ocean Triple Junction,5.4,2015-10-03 09:43:58.510,-26.2415,70.8156,10.0
"1 km NNW of Walker Lake, Nevada",0.5,2015-10-03 09:42:07.020,38.6585,-118.7616,14.8
"63 km NE of Cruz Bay, U.S. Virgin Islands",2.8,2015-10-03 09:33:12.800,18.7842,-64.4263,31.0
"36 km E of Pedro Bay, Alaska",2.1,2015-10-03 09:22:40.980,59.8214,-153.454,129.1
"1 km SSW of Paltashaco, Peru",4.0,2015-10-03 09:20:13.610,-5.1172,-79.8908,79.78
"4 km SE of Floriston, California",0.2,2015-10-03 09:17:26.687,39.3665,-119.9762,5.9
"15km N of Yucca Valley, CA",1.15,2015-10-03 09:09:46.850,34.2526667,-116.4353333,7.35
"58 km SE of Nishinoomote, Japan",4.1,2015-10-03 09:09:39.390,30.3784,131.4548,31.94
"81 km W of Illapel, Chile",4.0,2015-10-03 09:08:53.340,-31.7517,-72.0152,10.24
"5 km W of Cobb, California",0.73,2015-10-03 08:56:58.070,38.8251667,-122.7835,1.88
"84 km SE of King Cove, Alaska",2.2,2015-10-03 08:54:19.918,54.5227,-161.4029,17.4
"49 km ENE of Fort Bidwell, California",0.8,2015-10-03 08:49:54.771,41.9774,-119.5712,5.3
"7 km N of Badger, Alaska",0.7,2015-10-03 08:48:28.172,64.8649,-147.5593,10.1
"4 km SSW of Bethel, Washington",0.89,2015-10-03 08:46:22.500,47.4578333,-122.6648333,51.47
"19 km SE of Eureka Roadhouse, Alaska",1.2,2015-10-03 08:45:12.629,61.797,-146.9667,36.6
"14 km NW of Benton, California",1.0,2015-10-03 08:44:47.273,37.9171,-118.5933,15.8
"32 km W of Valdez, Alaska",1.2,2015-10-03 08:39:34.919,61.1687,-146.9486,0.0
"4km NNW of Cabazon, CA",1.83,2015-10-03 08:37:27.630,33.9491667,-116.8013333,8.09
"7 km ENE of Floriston, California",0.5,2015-10-03 08:30:13.314,39.4168,-119.9338,7.5
"8 km ENE of Floriston, California",1.0,2015-10-03 08:29:18.565,39.4184,-119.9319,7.4
"41 km NW of Ovalle, Chile",4.5,2015-10-03 08:26:56.480,-30.3288,-71.4924,39.37
"199 km WSW of Bandar Lampung, Indonesia",4.9,2015-10-03 08:26:41.320,-6.1308,103.5979,37.92
"46 km E of Denali National Park, Alaska",1.0,2015-10-03 08:26:18.799,63.5378,-150.7787,12.3
northern Mid-Atlantic Ridge,5.0,2015-10-03 08:23:49.150,11.8584,-43.7352,10.0
"67 km SSE of Pondaguitan, Philippines",4.3,2015-10-03 08:12:05.920,5.7906,126.3829,117.86
"88 km SW of Covenant Life, Alaska",2.6,2015-10-03 08:06:19.665,58.9581,-137.296,4.0
"5km N of Beaumont, CA",0.65,2015-10-03 07:43:56.300,33.9773333,-116.979,12.07
"87 km WNW of La Ligua, Chile",4.3,2015-10-03 07:42:57.050,-32.2357,-72.1225,5.78
"5 km SSW of Harper, Kansas",1.88,2015-10-03 07:34:48.450,37.2368333,-98.0406667,3.2
"116 km E of Circle, Alaska",1.4,2015-10-03 07:30:17.233,66.0088,-141.5323,2.9
"53 km SSE of King Cove, Alaska",2.4,2015-10-03 07:29:44.834,54.5948,-162.1046,23.1
"85 km SSW of Nikolski, Alaska",2.5,2015-10-03 07:26:04.000,52.2835,-169.511,29.5
"100 km SSW of Panguna, Papua New Guinea",4.6,2015-10-03 07:20:39.900,-7.0753,154.9918,12.57
"2km NNE of Marina del Rey, CA",1.22,2015-10-03 07:20:07.800,33.993,-118.4445,8.93
"40 km NW of Ovalle, Chile",4.3,2015-10-03 07:20:00.350,-30.3303,-71.4784,38.33
"2 km NE of Sattley, California",0.4,2015-10-03 07:17:32.171,39.6324,-120.4041,7.1
"81 km SSE of Unalaska, Alaska",1.9,2015-10-03 07:11:01.302,53.205,-166.0428,35.8
"41 km SE of Denali National Park, Alaska",1.6,2015-10-03 07:05:19.909,63.2369,-151.2325,11.4
"44 km E of Fort Bidwell, California",1.4,2015-10-03 07:00:48.952,41.8846,-119.6129,7.1
"39 km ESE of Skagway, Alaska",2.5,2015-10-03 07:00:27.090,59.3335,-134.6591,1.0
"21km ESE of Little Lake, CA",0.71,2015-10-03 06:56:23.300,35.839,-117.7121667,8.59
"7 km SSW of Mina, Nevada",0.6,2015-10-03 06:55:18.836,38.3247,-118.1355,10.2
"3 km E of Mammoth Lakes, California",0.39,2015-10-03 06:53:10.410,37.6456667,-118.9315,6.435
"37 km NW of Valdez, Alaska",1.3,2015-10-03 06:52:15.685,61.3945,-146.7773,42.5
"75 km SW of Puerto Madero, Mexico",4.6,2015-10-03 06:51:15.550,14.2707,-92.9427,47.07
"6 km NNE of Rollins, Montana",0.62,2015-10-03 06:39:03.600,47.9578333,-114.1481667,1.3
"12 km S of Tres Pinos, California",0.92,2015-10-03 06:38:43.160,36.6776667,-121.313,4.19
"42 km E of Fort Bidwell, California",1.3,2015-10-03 06:35:31.231,41.8593,-119.6411,5.2
"43 km SSW of Coquimbo, Chile",5.9,2015-10-03 06:26:55.780,-30.301,-71.551,38.0
"9km S of Idyllwild, CA",0.79,2015-10-03 06:25:57.640,33.6595,-116.7326667,14.6
"9 km NW of Cobb, California",1.23,2015-10-03 06:21:05.390,38.8745,-122.8058333,-0.256
"6 km WSW of Cobb, California",1.16,2015-10-03 06:14:17.910,38.796,-122.7941667,2.592
"10 km ENE of Honaunau-Napoopoo, Hawaii",1.77,2015-10-03 06:07:13.800,19.503,-155.782,8.99
"17 km N of Lebu, Chile",5.8,2015-10-03 06:03:42.080,-37.4557,-73.6761,14.53
"20 km SE of Denali National Park, Alaska",1.3,2015-10-03 06:01:46.246,63.4316,-151.4029,7.1
"3 km WNW of Walker Lake, Nevada",1.1,2015-10-03 06:00:58.227,38.6605,-118.7916,11.6
"2 km WNW of Walker Lake, Nevada",0.5,2015-10-03 05:48:14.517,38.6592,-118.7768,13.6
"30 km NW of Rincón, Puerto Rico",2.5,2015-10-03 05:35:53.500,18.5464,-67.4384,15.0
"5 km SSW of Jet, Oklahoma",2.6,2015-10-03 05:34:59.700,36.6241,-98.2106,6.615
"11 km SE of Esperanza, Puerto Rico",2.7,2015-10-03 05:31:26.400,18.0235,-65.3886,19.0
"15 km E of Minto, Alaska",0.7,2015-10-03 05:30:53.908,65.177,-149.031,16.9
"60 km SW of Adak, Alaska",1.8,2015-10-03 05:28:31.771,51.43,-177.1338,42.8
"112 km E of Qamdo, China",4.3,2015-10-03 05:26:18.230,30.9637,98.341,24.91
"115 km E of Qamdo, China",4.4,2015-10-03 05:26:13.400,30.95,98.37,5.0
"103 km E of Gualaquiza, Ecuador",4.4,2015-10-03 05:22:52.330,-3.3756,-77.6498,47.45
"3 km WNW of Walker Lake, Nevada",2.4,2015-10-03 05:22:07.918,38.6549,-118.7966,10.6
"7 km SSE of Trapper Creek, Alaska",2.3,2015-10-03 05:21:47.150,62.2546,-150.1884,53.8
"12 km W of Four Mile Road, Alaska",0.4,2015-10-03 05:21:38.823,64.6133,-149.3821,20.1
"4 km WNW of Walker Lake, Nevada",3.0,2015-10-03 05:21:17.291,38.6575,-118.8051,5.9
"91 km SW of Adak, Alaska",2.2,2015-10-03 05:19:42.592,51.3158,-177.6111,38.1
"11 km NW of Caldwell, Kansas",3.4,2015-10-03 05:11:58.340,37.1015,-97.7032,5.67
"66 km WSW of Cantwell, Alaska",1.3,2015-10-03 05:11:17.713,63.1918,-150.1917,97.5
"45 km E of Fort Bidwell, California",1.3,2015-10-03 05:00:53.821,41.8671,-119.606,9.8
south of the Kermadec Islands,4.5,2015-10-03 04:53:41.570,-33.0329,-178.1866,10.0
"68 km WNW of Happy Valley, Alaska",1.9,2015-10-03 04:47:56.314,60.0925,-152.9233,108.1
"10 km WNW of Cobb, California",1.18,2015-10-03 04:47:24.070,38.8416667,-122.8378333,1.626
"44 km E of Fort Bidwell, California",0.9,2015-10-03 04:32:26.435,41.8724,-119.6096,4.2
south of the Kermadec Islands,4.7,2015-10-03 04:27:01.980,-32.9308,-178.2737,10.0
"54 km WNW of Valparaíso, Chile",4.0,2015-10-03 04:26:25.010,-32.8147,-72.1442,14.0
south of the Kermadec Islands,4.6,2015-10-03 04:18:54.150,-33.1005,-178.121,10.0
"69 km ENE of Chase, Alaska",1.1,2015-10-03 04:17:29.615,62.7413,-148.9169,59.4
south of the Kermadec Islands,5.0,2015-10-03 04:14:09.690,-33.0345,-178.2791,10.0
"6km NE of Anza, CA",0.78,2015-10-03 04:09:23.240,33.5905,-116.619,13.39
"5 km W of Cobb, California",0.74,2015-10-03 03:56:26.030,38.8233333,-122.7831667,1.49
"7 km W of Cobb, California",0.62,2015-10-03 03:46:09.040,38.834,-122.8108333,1.7
"42 km NW of Kirakira, Solomon Islands",4.4,2015-10-03 03:45:53.580,-10.1812,161.6522,86.23
"15 km SSE of Carbonado, Washington",1.18,2015-10-03 03:45:12.150,46.9451667,-121.9783333,12.81
"22 km ENE of Ashford, Washington",0.64,2015-10-03 03:43:30.690,46.8568333,-121.7778333,2.61
"14 km W of Aspen Springs, California",0.44,2015-10-03 03:33:56.590,37.5431667,-118.8735,4.874
Kermadec Islands region,4.6,2015-10-03 03:30:20.080,-27.5309,-175.6588,10.0
"52 km NNE of Yakutat, Alaska",1.0,2015-10-03 03:14:29.032,60.0013,-139.4706,0.0
"50 km NNE of Yakutat, Alaska",1.3,2015-10-03 03:03:36.286,59.9911,-139.5358,0.0
"21 km NW of Sutcliffe, Nevada",0.6,2015-10-03 02:50:10.865,40.0904,-119.7685,16.0
"98 km NNE of Laup?hoehoe, Hawaii",2.61,2015-10-03 02:45:30.640,20.7821667,-154.8041667,13.66
"34 km SE of Denali National Park, Alaska",0.8,2015-10-03 02:38:38.626,63.298,-151.2942,13.7
"164 km ENE of Olonkinbyen, Svalbard and Jan Mayen",4.6,2015-10-03 02:35:01.230,71.3652,-4.3611,10.0
"10 km NE of Johnson Lane, Nevada",0.5,2015-10-03 02:32:20.064,39.1013,-119.6246,9.8
"46 km W of Susitna, Alaska",1.3,2015-10-03 02:32:06.801,61.5675,-151.395,69.6
"7 km ENE of Floriston, California",0.4,2015-10-03 02:26:47.741,39.4189,-119.9359,8.2
"175 km ENE of Olonkinbyen, Svalbard and Jan Mayen",4.2,2015-10-03 02:21:01.100,71.3235,-4.0087,10.0
"68 km E of Cantwell, Alaska",0.7,2015-10-03 02:13:31.120,63.5058,-147.6117,18.5
"3 km NE of Indianola, Washington",1.55,2015-10-03 02:13:05.140,47.765,-122.4876667,23.25
"30 km W of Salamatof, Alaska",2.5,2015-10-03 02:06:54.640,60.5972,-151.8696,76.3
"87 km ESE of Adak, Alaska",1.6,2015-10-03 01:55:26.991,51.7107,-175.3983,44.4
"30 km ENE of Ferry, Alaska",0.8,2015-10-03 01:54:59.606,64.11,-148.5354,8.8
"7 km ENE of Floriston, California",0.6,2015-10-03 01:51:11.566,39.4171,-119.9365,8.1
"183 km ENE of Olonkinbyen, Svalbard and Jan Mayen",4.4,2015-10-03 01:46:23.280,71.4028,-3.8605,10.0
"Southern Yukon Territory, Canada",1.3,2015-10-03 01:42:12.322,61.344,-140.3053,6.1
"144 km W of Ovalle, Chile",4.2,2015-10-03 01:37:49.750,-30.599,-72.701,10.0
"57 km SE of Vanimo, Papua New Guinea",4.3,2015-10-03 01:37:12.130,-3.0848,141.6306,46.31
Northern California,1.41,2015-10-03 01:33:43.950,38.8043333,-122.8165,2.981
"8 km WSW of Cobb, California",0.78,2015-10-03 01:12:10.050,38.8025,-122.8203333,2.96
"45 km E of Akutan, Alaska",2.1,2015-10-03 01:01:53.588,54.0934,-165.0797,72.8
"52 km SW of Delta Junction, Alaska",1.3,2015-10-03 00:55:59.018,63.7471,-146.5815,10.1
"6 km NNE of Harper, Kansas",1.64,2015-10-03 00:47:12.380,37.3448333,-98.0065,3.88
"43 km NW of Tatitlek, Alaska",1.2,2015-10-03 00:38:42.989,61.1108,-147.3096,18.9
"29 km NNW of Yakutat, Alaska",2.4,2015-10-03 00:33:42.506,59.7968,-139.9163,14.5
"65 km WSW of Cantwell, Alaska",1.7,2015-10-03 00:30:12.596,63.1093,-150.0938,90.0
"36 km SW of San Antonio, Chile",4.3,2015-10-03 00:20:29.000,-33.798,-71.915,36.4
"8 km NW of Warren, Oregon",1.07,2015-10-03 00:19:25.520,45.861,-122.9381667,23.59
"7 km ENE of Floriston, California",2.2,2015-10-03 00:13:16.888,39.4191,-119.9363,8.5
"10 km ESE of Sparks, Nevada",1.2,2015-10-03 00:10:38.781,39.5122,-119.631,9.0
"24 km ESE of Honaunau-Napoopoo, Hawaii",1.36,2015-10-02 23:55:15.670,19.404,-155.6366667,0.607
"63 km E of Nikolski, Alaska",2.1,2015-10-02 23:53:40.280,52.9653,-167.9211,50.9
"13 km WSW of Susitna, Alaska",1.3,2015-10-02 23:52:59.479,61.4867,-150.7386,66.9
"6 km SE of Perry, Oklahoma",2.9,2015-10-02 23:50:16.100,36.2539,-97.2347,7.979
"6 km S of Harper, Kansas",1.77,2015-10-02 23:43:38.150,37.2315,-98.0213333,7.7
"51 km SSE of Denali National Park, Alaska",0.8,2015-10-02 23:35:00.818,63.0939,-151.49,7.8
"6 km SE of Marston, Missouri",1.15,2015-10-02 23:27:51.680,36.4836667,-89.56,11.01
"15 km NNE of Mineral, California",1.19,2015-10-02 23:19:00.170,40.4755,-121.515,2.955
"14 km ENE of Fox, Alaska",1.1,2015-10-02 23:07:34.118,65.0289,-147.3657,0.0
"29 km ENE of Yacolt, Washington",0.69,2015-10-02 23:01:34.010,45.9488333,-122.0391667,10.55
"43 km E of Fort Bidwell, California",1.4,2015-10-02 22:50:59.275,41.8557,-119.6263,7.4
"46 km ESE of Beatty, Nevada",0.1,2015-10-02 22:49:56.108,36.6956,-116.3147,10.1
"13 km W of Aspen Springs, California",1.49,2015-10-02 22:37:46.930,37.5418333,-118.8683333,6.215
"12 km SE of Fredonia, Arizona",1.86,2015-10-02 22:35:11.850,36.8715,-112.4166667,24.08
"12km E of Lone Pine, CA",1.24,2015-10-02 22:29:11.450,36.5668333,-117.9395,3.62
"117 km WNW of Yakutat, Alaska",1.1,2015-10-02 22:27:29.478,60.1386,-141.4611,0.0
"15km NW of Coso Junction, CA",1.07,2015-10-02 22:27:18.200,36.1366667,-118.064,0.85
"5 km ENE of Houston, Alaska",2.3,2015-10-02 22:25:26.024,61.6399,-149.7216,51.8
"7 km ENE of Floriston, California",1.0,2015-10-02 22:23:03.783,39.4166,-119.933,7.5
"20 km SW of Ovalle, Chile",4.0,2015-10-02 22:23:00.000,-30.736,-71.35,52.7
"7 km ENE of Vallejo, California",1.07,2015-10-02 21:52:10.580,38.1193333,-122.1773333,-0.066
"3 km NW of Swall Meadows, California",2.12,2015-10-02 21:42:16.890,37.5345,-118.6676667,7.078
"21 km ENE of Seeley Lake, Montana",1.52,2015-10-02 21:40:20.480,47.2353333,-113.212,10.12
"18 km N of Meadow Lakes, Alaska",1.1,2015-10-02 21:26:26.169,61.789,-149.5844,45.5
"114 km SE of Kokopo, Papua New Guinea",4.3,2015-10-02 21:26:05.330,-4.9926,153.0727,35.44
"76 km SW of Adak, Alaska",1.8,2015-10-02 21:17:58.374,51.477,-177.53,28.5
"4 km SW of Sierra Brooks, California",0.3,2015-10-02 21:03:43.768,39.6143,-120.2495,6.4
"72 km N of Chickaloon, Alaska",1.3,2015-10-02 20:59:01.082,62.4406,-148.2875,55.1
"106 km NW of Yakutat, Alaska",0.8,2015-10-02 20:52:21.414,60.2015,-141.1204,0.0
"16km SSW of Lompoc, CA",1.36,2015-10-02 20:44:54.270,34.5113333,-120.5296667,8.15
"72 km WNW of Petersville, Alaska",2.5,2015-10-02 20:42:37.960,62.8045,-152.0068,6.5
"22 km NE of Bovill, Idaho",2.28,2015-10-02 20:32:05.100,47.0055,-116.1876667,5.21
"109 km E of Kimbe, Papua New Guinea",4.6,2015-10-02 20:31:48.660,-5.681,151.1215,36.28
"6 km NW of Cantwell, Alaska",0.8,2015-10-02 20:30:37.222,63.4394,-149.0226,14.8
"7 km ENE of Floriston, California",0.8,2015-10-02 20:26:16.526,39.418,-119.9352,6.8
"3 km SW of Park City, Utah",0.8,2015-10-02 20:21:22.030,40.6296667,-111.5278333,-0.75
"109 km S of McCarthy, Alaska",0.5,2015-10-02 20:20:12.450,60.4491,-142.944,8.1
"13km SSW of Lompoc, CA",2.14,2015-10-02 20:08:29.630,34.5333333,-120.5198333,6.17
"11 km N of Hawthorne, Nevada",2.4,2015-10-02 20:02:51.714,38.6274,-118.6208,3.3
